"","LOCATION","region","Year","GDP","gdp_growth","average_annual_wage","cpi","current_account_balance","productivity","unemployment_rate","GERD","govt_fiscal_balance","govt_debt","current_account_flows","investment_flows"
"355","CHN","China",2014,18312217.5719,7.294872,NA,1.921643,2.646686,NA,NA,2.02114195129447,0.844175320418579,NA,50.8630122595779,9.4603299620536
"356","SVN","Slovenia",1995,26957.2137,4.10716,16235,13.46372,-0.6435512,49.914763,NA,1.49332996453447,-8.17704198804043,18.3089098583861,152.637610218896,9.46619301233004
"357","SVN","Slovenia",1996,28383.0286,3.516281,17084,9.864456,0.09497467,52.197028,6.90466,1.26632913825573,-1.0970236608114,21.5885090542575,138.329334102764,13.0647118670528
"358","SVN","Slovenia",1997,30306.2287,5.11438,17982,8.359679,0.1316322,55.402587,6.647157,1.24727102735919,-2.31065847886944,22.0731165676289,134.278547659371,12.7574383622087
"359","SVN","Slovenia",1998,31754.4287,3.285632,18223,7.891166,-0.8565731,55.81111,7.391482,1.30637285114631,-2.33045446607021,22.7516460827351,131.261252023964,7.8175164502649
"360","SVN","Slovenia",1999,33844.9423,5.274354,18545,6.155588,-4.04185,56.046966,7.320889,1.33813577369893,-2.97686953833369,23.7327964970311,121.252539429562,9.46522842298045
"361","SVN","Slovenia",2000,35873.2126,4.155434,19101,8.911745,-3.242648,56.294437,6.916667,1.35630282203073,-3.63956705367299,25.8507398711568,128.71671838922,12.3690788160294
"362","SVN","Slovenia",2001,37846.7278,2.949365,19884,8.379666,0.03120459,56.960121,5.685688,1.46773262566456,-3.88272115599174,26.0635584339509,122.917133749489,13.3637448534627
"363","SVN","Slovenia",2002,40498.9758,3.836305,19878,7.480778,0.9220241,56.63011,5.926153,1.43873512853899,-2.40343038920752,27.272320456945,117.659082761134,25.1032007186272
"364","SVN","Slovenia",2003,42174.5839,2.842083,20297,5.544164,-0.8357194,56.188317,6.478873,1.24527883591207,-2.61868076274684,26.7119852914099,112.589831678377,14.9956144548279
"365","SVN","Slovenia",2004,45517.7752,4.351795,21279,3.592976,-2.715618,56.94176,6.012124,1.36805956467144,-1.9647885009668,26.8463155956897,120.627917365457,18.1081002342142
"366","SVN","Slovenia",2005,47901.8617,4.003007,22111,2.451501,-1.78146,58.561462,6.500542,1.41229213996408,-1.33289529403997,26.2870108970383,130.216986088338,30.7391193183465
"367","SVN","Slovenia",2006,51733.0529,5.655999,22825,2.457924,-1.805871,60.973766,5.94912,1.53291128677603,-1.20432707686637,26.0000028141001,141.505183274414,26.3511315147731
"368","SVN","Slovenia",2007,55689.6711,6.941646,23318,3.657496,-4.091435,61.720341,4.821256,1.42382106955461,-0.0884998770730733,22.8293270170081,151.035807568007,67.0107073074033
"369","SVN","Slovenia",2008,59879.8077,3.30013,23669,5.647424,-5.294528,62.274367,4.368279,1.62563808934581,-1.41576588244005,21.8030053866559,148.880707034483,12.7189687596094
"370","SVN","Slovenia",2009,56099.2196,-7.797277,23884,0.8392622,-0.5599831,57.125979,5.855813,1.81628689985827,-5.88118145420111,34.6375873036778,123.858732130202,1.95762880562971
"371","SVN","Slovenia",2010,56936.246,1.237756,24601,1.80117,-0.1161096,56.879394,7.240253,2.05763302265017,-5.63871144929606,38.3626682760925,138.283138713835,-2.59568796811791
"372","SVN","Slovenia",2011,59131.4964,0.649367,24536,1.802852,0.1852525,59.337869,8.161664,2.42358443267999,-6.65765931379673,46.6268966633828,152.996368007159,4.69423754452435
"373","SVN","Slovenia",2012,59332.3901,-2.689414,23846,2.597414,2.605084,59.546495,8.841523,2.57844885491432,-4.10074322037114,53.8962600486881,155.472544834326,0.0249982653287051
"374","SVN","Slovenia",2013,60834.4672,-1.086923,23807,1.769201,4.809527,59.966982,10.13954,2.60323485464873,-15.0236591741399,71.0105011564957,155.311892666248,-1.63933138655492
"375","SVN","Slovenia",2014,63910.5741,3.10628,24134,0.1993438,6.228633,60.759709,9.718792,2.38460998571584,-5.03581417770414,80.8922134439478,157.834238233775,23.0017393312535
"376","NZL","New Zealand",1995,65778.4059,4.615347,33704,3.754941,-3.90751,66.532618,6.433722,0.92413234132757,2.29643792343821,NA,69.7400141319257,NA
"377","NZL","New Zealand",1996,68914.5937,3.329083,34308,2.285714,-4.746029,64.809168,6.300485,NA,2.40650438670241,NA,68.7747895668688,NA
"378","NZL","New Zealand",1997,72349.9146,3.006439,35258,1.187151,-5.187131,66.118354,6.865354,1.05649531551129,0.958841376152041,NA,67.5014788100826,NA
"379","NZL","New Zealand",1998,73736.3538,1.052762,34757,1.26524,-2.657635,63.498063,7.749469,NA,-0.0131055464544816,NA,71.2726421717763,NA
"380","NZL","New Zealand",1999,78919.7441,5.143588,34347,-0.1142663,-4.89128,62.543752,7.056345,0.963886705467777,-0.212846759165217,NA,73.7695072730003,NA
"381","NZL","New Zealand",2000,82978.4614,2.202375,34494,2.615233,-3.241691,63.023702,6.155451,NA,1.66890578192408,NA,80.7892255442719,NA
"382","NZL","New Zealand",2001,87342.0464,3.817738,35123,2.625821,-0.8124352,62.200522,5.433111,1.1002859096277,1.34797066318603,NA,78.8745416122817,14.6311144260053
"383","NZL","New Zealand",2002,92025.5387,5.060699,35782,2.677091,-2.173685,60.887792,5.271009,NA,3.30665325265198,NA,77.9660013907177,11.5303812637777
"384","NZL","New Zealand",2003,96503.9201,4.514721,37084,1.753576,-2.441624,59.225309,4.7294,1.14891143375178,3.43455453903752,NA,70.5491965509128,3.36465931267387
"385","NZL","New Zealand",2004,102539.5601,3.244026,38394,2.290249,-4.565929,57.598644,4.034172,NA,3.88718871110709,NA,71.7544756371353,12.0872935254498
"386","NZL","New Zealand",2005,106146.5457,3.330701,39041,3.037021,-7.077229,54.767522,3.833718,1.12043992733343,4.54350174301566,NA,71.9595423970148,2.54271615849168
"387","NZL","New Zealand",2006,116196.0918,2.587799,39292,3.365404,-7.137238,57.065246,3.83401,NA,5.08398747305487,NA,74.0914188101726,16.1339616173471
"388","NZL","New Zealand",2007,124125.9107,3.73689,41614,2.376143,-6.794194,58.876451,3.642825,1.156579820599,4.29288604397251,NA,72.886472137184,21.6458649996789
"389","NZL","New Zealand",2008,127199.9009,-1.545678,41173,3.958944,-7.676733,57.765078,4.183179,NA,0.499957809467555,NA,80.3872036115096,-9.19120749303856
"390","NZL","New Zealand",2009,132088.8486,1.926225,41675,2.115656,-2.26753,59.771596,6.121557,1.25251610046899,-2.77942228788823,NA,67.5746078486891,8.95808987433655
"391","NZL","New Zealand",2010,136021.9948,0.95495,42251,2.302026,-2.244391,57.971065,6.542461,NA,-7.04370053581084,NA,68.364056432188,8.11876321093251
"392","NZL","New Zealand",2011,143508.2339,2.689872,42281,4.027903,-2.800854,59.337898,6.495727,1.23100731570062,-4.01378728193585,NA,70.7554867754643,4.79412868129807
"393","NZL","New Zealand",2012,145755.3674,2.736604,43125,1.059918,-3.919762,59.717989,6.947997,NA,-2.11976366538836,NA,68.7081414337878,3.62346098093543
"394","NZL","New Zealand",2013,160811.4366,1.579085,NA,1.134418,-3.090656,62.25829,6.231579,NA,NA,NA,NA,NA
"395","NZL","New Zealand",2014,167219.2101,3.172836,NA,1.227513,-3.207772,61.098513,5.764513,NA,NA,NA,NA,NA
"396","LUX","Luxembourg",1995,16140.0031,1.4322,54795,1.867698,NA,140.737741,2.615211,NA,2.67615561366259,8.56392679275952,607.363120984011,NA
"397","LUX","Luxembourg",1996,17098.4269,3.335509,54927,1.183861,NA,138.352097,2.863986,NA,1.59545290528306,8.17683098177527,549.188906190641,NA
"398","LUX","Luxembourg",1997,17925.2935,8.310778,56136,1.367511,NA,135.873574,3.083295,NA,2.80656017193552,8.01768000644942,609.179353263001,NA
"399","LUX","Luxembourg",1998,18841.147,6.889871,56123,0.9585662,NA,132.843051,2.851832,NA,3.23402317287779,7.71725541916319,702.928879034152,NA
"400","LUX","Luxembourg",1999,21760.2779,7.810403,56914,1.025194,NA,140.279209,2.696978,NA,3.48497935554875,6.78990552342426,671.926631973156,NA
"401","LUX","Luxembourg",2000,24257.0383,9.023319,57764,3.150768,12.51649,141.494428,2.401737,1.56848154650643,5.85760403000192,6.45538557901257,751.604805751599,NA
"402","LUX","Luxembourg",2001,24479.3986,1.548684,58422,2.663822,8.317047,129.797086,2.230619,NA,5.97125874251611,6.96302548877094,784.187313844485,NA
"403","LUX","Luxembourg",2002,25880.724,3.620721,59599,2.074089,9.461682,128.129623,2.496459,NA,2.47305507735746,6.8835492741245,810.275589874024,1474.29644990707
"404","LUX","Luxembourg",2003,26792.481,1.397645,59477,2.04984,6.422495,124.050853,3.298315,1.64545683879377,0.188195744596657,6.93155456022635,755.27164490655,1479.24946764177
"405","LUX","Luxembourg",2004,29073.4104,4.411212,60292,2.225681,11.89924,124.837663,3.708616,1.61855095836148,-1.29585303889902,7.32451248970375,740.809725217262,1738.91735462614
"406","LUX","Luxembourg",2005,31418.6876,3.216486,60689,2.487693,11.11629,126.656286,4.091846,1.58743558189772,0.0783964479110928,7.47540904212724,846.399127717601,3200.52573714017
"407","LUX","Luxembourg",2006,36428.7121,5.110665,61532,2.666315,10.04037,135.993901,4.239541,1.68665565636212,1.95903483068147,7.86846564231544,951.579094317695,2657.54374027909
"408","LUX","Luxembourg",2007,39847.4406,8.395461,63175,2.312459,9.81089,136.219634,4.180619,1.60909146469183,4.19780847508692,7.79821862477676,1003.37297230608,2696.88734094072
"409","LUX","Luxembourg",2008,41828.3987,-0.84303,63383,3.40188,7.844412,132.809297,4.151017,1.64367050855612,3.36229961722771,15.0977033024921,1079.44899744599,104.065486723031
"410","LUX","Luxembourg",2009,40213.1756,-5.376942,64384,0.368042,7.214123,125.977579,5.446456,1.71025998830379,-0.687903470177845,16.0305854968696,883.904536677754,1641.06432720482
"411","LUX","Luxembourg",2010,43235.683,5.7752,65120,2.273679,6.685163,127.715445,5.79774,1.5112682231486,-0.662059146887711,19.9003258902101,893.250391234975,2002.05364253693
"412","LUX","Luxembourg",2011,47349.9445,2.01233,64487,3.410683,6.091716,132.99157,5.654992,1.47329206622189,0.516538905130724,18.8375580928349,1055.13285715712,2126.62032960115
"413","LUX","Luxembourg",2012,48418.0154,0.005742,64073,2.662842,5.923622,130.572995,6.072031,1.2786781153679,0.346589613549506,21.8216847571473,1226.98007338626,3418.59395310565
"414","LUX","Luxembourg",2013,51775.9716,4.194286,65456,1.73404,5.255845,135.542387,6.866667,1.30672182929838,0.96031218074226,23.4284415546171,1311.9987677076,2656.95790541358
"415","LUX","Luxembourg",2014,55859.4822,4.706212,66775,0.628544,4.71682,139.285259,7.133333,1.24653066385267,1.45691061926616,22.748677235523,1149.76319063142,1988.52286623713
"416","JPN","Japan",1995,2875255.1929,1.942343,33939,-0.1278991,NA,68.078184,3.150315,2.87184330133789,-4.56242479423743,NA,NA,NA
"417","JPN","Japan",1996,3004160.2444,2.610055,34129,0.1366004,1.43725,67.789522,3.352705,2.76501187260565,-4.90496055357049,NA,23.3618617058266,5.66822181262145
"418","JPN","Japan",1997,3104332.2362,1.595629,33981,1.747805,2.157077,68.351997,3.388832,2.82761430990888,-3.78626994774257,NA,25.0437166940336,9.88814374970255
"419","JPN","Japan",1998,3075162.8897,-2.003148,33883,0.6619742,2.851234,67.115566,4.107169,2.96019913410114,-10.3112646080916,NA,24.2670243810673,0.612483134564804
"420","JPN","Japan",1999,3115998.9765,-0.199337,33747,-0.3412969,2.510519,67.17986,4.676206,2.97733506145336,-7.14364654452576,NA,22.6251487413825,-3.58601411121973
"421","JPN","Japan",2000,3290078.8437,2.257495,33789,-0.6765787,2.662306,67.575305,4.72953,3.00169124857804,-7.51051268975797,NA,24.3514690307143,5.00176519044444
"422","JPN","Japan",2001,3377017.8878,0.355462,33643,-0.7400555,2.016644,67.030788,5.035545,3.07447949057568,-6.03922671692548,NA,24.4129878514833,4.44092611669982
"423","JPN","Japan",2002,3471742.3876,0.289548,33070,-0.923494,2.634715,67.167234,5.367021,3.11561784404194,-7.70610661789012,NA,25.0977768072331,3.23227425988737
"424","JPN","Japan",2003,3568591.1475,1.685112,33066,-0.2565418,3.119231,65.634306,5.250525,3.1438813458345,-7.67086935918027,NA,25.8628562860375,8.41084419755007
"425","JPN","Japan",2004,3753278.8147,2.36073,33148,-0.008573388,3.780294,65.5541,4.712436,3.13320434768712,-5.94657445238506,NA,28.7804880953964,14.8925813335165
"426","JPN","Japan",2005,3889582.3747,1.302728,33719,-0.2829461,3.579515,64.514992,4.420388,3.3086986979637,-4.81402174624878,NA,32.5857159016715,13.7976951913364
"427","JPN","Japan",2006,4064562.4443,1.692904,33347,0.2493551,3.874094,64.245719,4.126651,3.40909693755711,-1.28187618786351,NA,37.6271347005153,8.09300416233296
"428","JPN","Japan",2007,4264208.08,2.192186,33040,0.06003945,4.713169,64.700409,3.845003,3.46142230657544,-2.08785921814544,NA,41.3837355100208,17.400685257299
"429","JPN","Japan",2008,4289492.9968,-1.041636,33140,1.380079,2.831216,64.153659,3.970632,3.46705857213743,-1.85549230630796,NA,42.1724616841707,3.67517123086104
"430","JPN","Japan",2009,4079275.3744,-5.526976,32667,-1.352837,2.788688,61.749155,5.052631,3.35733999350934,-8.84336183803198,NA,30.9741696022848,-1.53731799149592
"431","JPN","Japan",2010,4323635.4622,4.711386,33281,-0.7199794,3.868857,62.478477,5.036188,3.25196399496226,-8.30273833282678,NA,35.2615797441311,13.777145746979
"432","JPN","Japan",2011,4388645.0525,-0.454282,34109,-0.2676336,2.091128,62.306383,4.582006,3.38120826916059,-8.80533832422881,NA,37.6196168317187,13.0428706809701
"433","JPN","Japan",2012,4558488.47,1.7422,33717,-0.05193906,0.9966877,62.76876,4.347826,3.3415806267497,-8.65717561021072,NA,37.8758243979941,10.8257033982796
"434","JPN","Japan",2013,4729230.604,1.356717,33869,0.3464403,0.8946742,63.975992,4.029192,3.48166072024575,-7.68362605532186,NA,43.3835882957404,14.4791192019265
"435","JPN","Japan",2014,4751874.0595,-0.031429,33392,2.761954,0.7880346,62.796251,3.582815,3.58831684803101,-6.18194730015353,NA,48.5558144062457,16.2909794824319
"436","CHL","Chile",1995,107944.4448,10.627577,NA,8.232634,NA,28.355182,NA,NA,NA,NA,NA,NA
"437","CHL","Chile",1996,118063.5858,7.413506,NA,7.359115,NA,28.877206,6.325709,NA,NA,NA,NA,NA
"438","CHL","Chile",1997,128648.6392,7.131984,NA,6.133866,NA,30.574233,6.117588,NA,NA,NA,NA,NA
"439","CHL","Chile",1998,135371.3739,4.095951,NA,5.110244,NA,29.909061,6.33693,NA,NA,NA,NA,NA
"440","CHL","Chile",1999,136692.0185,-0.546387,NA,3.336883,NA,29.547127,9.813342,NA,NA,NA,NA,NA
"441","CHL","Chile",2000,146960.7319,5.120263,NA,3.843273,NA,29.889362,9.161985,NA,NA,NA,NA,NA
"442","CHL","Chile",2001,155221.7562,3.267876,NA,3.569101,NA,30.134656,9.128332,NA,NA,NA,NA,NA
"443","CHL","Chile",2002,161844.3734,2.690128,NA,2.489398,NA,29.436023,8.944069,NA,NA,NA,NA,NA
"444","CHL","Chile",2003,171298.7843,3.772391,NA,2.810177,-1.084746,28.724647,8.496592,NA,0.183028520450368,NA,NA,NA
"445","CHL","Chile",2004,188358.0519,7.016132,NA,1.054739,2.618717,29.258714,8.809804,NA,3.10653565333338,NA,NA,NA
"446","CHL","Chile",2005,206427.4255,6.176714,NA,3.052574,1.539168,30.350051,8.004109,NA,5.3314518019843,NA,NA,NA
"447","CHL","Chile",2006,254577.4433,5.694336,NA,3.392019,4.602544,35.27968,7.688599,NA,7.60822338034145,NA,NA,NA
"448","CHL","Chile",2007,277257.5671,5.160826,NA,4.407798,4.089856,36.690331,7.135648,0.31050381396403,7.96416423796618,NA,NA,NA
"449","CHL","Chile",2008,273618.8389,3.292455,NA,8.716269,-3.235425,34.790955,7.796387,0.374992566658262,4.79102896963238,NA,NA,NA
"450","CHL","Chile",2009,273085.3845,-1.036432,NA,1.482738,2.038841,34.054397,9.689037,0.352906731904183,-3.95052388177822,NA,NA,NA
"451","CHL","Chile",2010,310516.812,5.753709,14032,1.516986,1.731736,34.97306,8.142199,0.330988365939747,-0.0251962646574055,NA,NA,NA
"452","CHL","Chile",2011,348602.2668,5.839641,14229,3.341304,-1.230428,36.994773,7.11879,0.353431104653977,1.49309576973412,NA,NA,NA
"453","CHL","Chile",2012,371592.6257,5.457131,14920,3.006267,-3.531241,38.501603,6.431664,0.364786725405191,0.821156690683444,NA,NA,NA
"454","CHL","Chile",2013,392442.7056,3.976596,15371,1.793661,-3.72155,37.981576,5.931526,0.390531254560651,-0.5054104409758,NA,NA,NA
"455","CHL","Chile",2014,403051.7514,1.876395,15523,4.715254,-1.282452,38.143558,6.390154,0.378292845541614,-1.3064586882693,NA,NA,NA
"456","ISR","Israel",1995,109456.2021,6.602925,NA,10.04302,-4.947782,71.494751,6.856116,2.43604675700213,-3.51855455756753,NA,NA,NA
"457","ISR","Israel",1996,118180.1875,6.03458,NA,11.27662,-4.896461,70.576034,6.663892,2.59168461034787,-4.40051629918379,NA,NA,NA
"458","ISR","Israel",1997,125066.278,4.04602,NA,9.001151,-3.179678,70.490755,7.660362,2.8068771280213,-3.97098405926019,NA,NA,NA
"459","ISR","Israel",1998,131682.7466,4.15997,NA,5.434843,-1.003531,70.880425,8.518698,2.91848260566234,-6.75739784731142,NA,NA,NA
"460","ISR","Israel",1999,138432.5185,3.54127,NA,5.2,-1.317147,68.701884,8.873473,3.32767937190513,-5.34121374221123,NA,NA,NA
"461","ISR","Israel",2000,156779.7681,8.84611,NA,1.124842,-1.499554,71.140915,8.755836,3.93369682779457,-3.19442378519917,NA,NA,NA
"462","ISR","Israel",2001,160502.5496,0.0935,NA,1.1,-1.455555,69.883604,9.344675,4.18883697072556,-5.55210570437616,NA,NA,NA
"463","ISR","Israel",2002,165470.479,-0.19438,NA,5.687438,-0.9124125,67.831227,10.28294,4.13709016531135,-6.76954673134482,NA,NA,NA
"464","ISR","Israel",2003,159050.8532,1.11801,NA,0.7166667,0.6086449,61.712136,10.69531,3.90174251506645,-7.60707881166213,NA,NA,NA
"465","ISR","Israel",2004,171674.7052,5.04845,NA,-0.4137018,1.494173,62.896501,10.33572,3.87665590029367,-5.1508674948959,NA,NA,NA
"466","ISR","Israel",2005,172004.1642,4.15176,31410,1.329345,3.050668,58.207694,8.965869,4.05007740356218,-4.00722420827757,NA,NA,NA
"467","ISR","Israel",2006,181063.8963,5.70676,32806,2.107248,4.369622,57.741173,8.38096,4.14519510143859,-1.71828770897277,NA,NA,NA
"468","ISR","Israel",2007,197434.0053,6.21435,33439,0.4916667,3.517387,57.850876,7.294142,4.42771939627693,-0.664077260129742,NA,NA,NA
"469","ISR","Israel",2008,200340.5374,3.00584,32571,4.594079,1.071424,55.296718,6.085548,4.34578467780647,-2.71147097782178,NA,NA,NA
"470","ISR","Israel",2009,205699.1949,1.39183,31787,3.325,3.547516,53.640642,7.543609,4.13586871127978,-5.58729381391773,NA,NA,NA
"471","ISR","Israel",2010,219987.4512,5.65576,31631,2.693766,3.618548,53.619353,6.637857,3.93944207415672,-3.45183454250292,NA,NA,NA
"472","ISR","Israel",2011,237080.0539,5.062264,31906,3.458333,2.257246,55.107445,5.602022,4.01696022547397,-2.74865164340551,NA,NA,NA
"473","ISR","Israel",2012,251163.2528,2.38173,32404,1.707612,0.4916517,55.747417,6.851081,4.16015972465429,-4.70186799067432,NA,NA,NA
"474","ISR","Israel",2013,275838.7834,4.37637,32724,1.55,3.568163,58.75089,6.207994,4.07553008708675,-3.95893798442601,NA,NA,NA
"475","ISR","Israel",2014,286968.7949,3.16304,32840,0.4759558,3.933152,58.726529,5.8902,4.06738599868137,-3.22058053435579,NA,NA,NA
"476","IDN","Indonesia",1995,1039732.0221,8.220146,NA,9.420318,NA,NA,NA,NA,NA,NA,NA,NA
"477","IDN","Indonesia",1996,1139628.0874,7.817992,NA,7.97328,NA,NA,NA,NA,NA,NA,NA,NA
"478","IDN","Indonesia",1997,1213610.657,4.699904,NA,6.226142,NA,NA,NA,NA,NA,NA,NA,NA
"479","IDN","Indonesia",1998,1065745.0762,-13.126749,NA,58.45105,NA,NA,NA,NA,NA,NA,NA,NA
"480","IDN","Indonesia",1999,1090614.9675,0.791153,NA,20.47783,NA,NA,NA,NA,NA,NA,NA,NA
"481","IDN","Indonesia",2000,1065176.1863,4.920041,NA,3.688618,NA,NA,NA,NA,NA,NA,NA,NA
"482","IDN","Indonesia",2001,1129144.2594,3.643466,NA,11.50012,NA,NA,NA,NA,NA,NA,NA,NA
"483","IDN","Indonesia",2002,1198063.5278,4.499475,NA,11.90012,NA,NA,NA,NA,NA,NA,NA,NA
"484","IDN","Indonesia",2003,1280367.5059,4.780369,NA,6.757316,NA,NA,NA,NA,NA,NA,NA,NA
"485","IDN","Indonesia",2004,1381758.8415,5.030874,NA,6.06406,0.5643425,NA,NA,NA,NA,NA,NA,NA
"486","IDN","Indonesia",2005,1507407.416,5.692571,NA,10.4532,0.06763001,NA,NA,NA,NA,NA,NA,NA
"487","IDN","Indonesia",2006,1639188.3232,5.500952,NA,13.10867,2.718288,NA,NA,NA,NA,NA,NA,NA
"488","IDN","Indonesia",2007,1789587.475,6.345022,NA,6.406562,2.205131,NA,NA,NA,NA,NA,NA,NA
"489","IDN","Indonesia",2008,1934423.829,6.013703,NA,10.22667,0.001443148,NA,NA,NA,NA,NA,NA,NA
"490","IDN","Indonesia",2009,1998472.592,4.701769,NA,4.386416,1.747763,NA,NA,NA,NA,NA,NA,NA
"491","IDN","Indonesia",2010,2003952.3989,6.377626,NA,5.134203,0.6702736,NA,NA,NA,NA,NA,NA,NA
"492","IDN","Indonesia",2011,2171518.7848,6.169784,NA,5.356048,0.1960557,NA,NA,NA,NA,NA,NA,NA
"493","IDN","Indonesia",2012,2344875.0117,6.030051,NA,4.279512,-2.660402,NA,NA,NA,NA,NA,NA,NA
"494","IDN","Indonesia",2013,2515533.7563,5.557264,NA,6.4125,-3.161357,NA,NA,NA,NA,NA,NA,NA
"495","IDN","Indonesia",2014,2685308.9445,5.023889,NA,6.394926,-3.085892,NA,NA,NA,NA,NA,NA,NA
"496","MEX","Mexico",1995,700273.8945,-6.166994,8214,34.99926,NA,30.190704,6.887898,0.277246719615485,NA,NA,NA,NA
"497","MEX","Mexico",1996,749803.882,5.153315,7309,34.37838,NA,29.332736,5.249342,0.277595667948437,NA,NA,NA,NA
"498","MEX","Mexico",1997,814282.3639,6.771972,7514,20.62563,NA,28.548129,4.055558,0.30876292036029,NA,NA,NA,NA
"499","MEX","Mexico",1998,864525.3957,5.030376,7785,15.92839,NA,29.535835,3.573063,0.338167711214973,NA,NA,NA,NA
"500","MEX","Mexico",1999,910731.3494,3.756849,8043,16.58562,NA,28.483425,2.48848,0.384856579867498,NA,NA,NA,NA
"501","MEX","Mexico",2000,1006364.6848,6.590975,8264,9.49156,NA,30.216028,2.563058,0.334155244037199,NA,NA,NA,NA
"502","MEX","Mexico",2001,1028960.8355,-0.032826,8706,6.367737,NA,29.872374,2.538298,0.353258138968905,NA,NA,NA,NA
"503","MEX","Mexico",2002,1067155.6594,0.771947,8804,5.030733,NA,28.321112,2.864689,0.390875965398078,NA,NA,NA,NA
"504","MEX","Mexico",2003,1131831.8853,1.390264,9461,4.546898,NA,29.060247,2.964453,0.388921412129753,0.364913088363034,NA,NA,NA
"505","MEX","Mexico",2004,1211914.0217,4.20996,9392,4.688407,NA,28.796614,3.661226,0.394331857273677,1.58784182832861,NA,NA,NA
"506","MEX","Mexico",2005,1322405.6238,3.075608,9494,3.988061,NA,28.78095,3.506012,0.404274684490655,1.55972016643249,NA,NA,NA
"507","MEX","Mexico",2006,1464036.7354,4.976315,9576,3.629463,NA,30.301483,3.162575,0.373082741956809,0.749898814661594,NA,NA,NA
"508","MEX","Mexico",2007,1551468.8653,3.224834,9660,3.96685,NA,30.693982,3.394813,0.368496839151848,0.152625586518393,NA,NA,NA
"509","MEX","Mexico",2008,1640914.6082,1.379947,9587,5.124982,NA,30.209219,3.510232,0.403834112869328,-0.165239991240826,NA,NA,NA
"510","MEX","Mexico",2009,1624853.9111,-4.743677,9393,5.297357,NA,30.457084,5.179936,0.431412696679788,-0.594213265110198,NA,NA,NA
"511","MEX","Mexico",2010,1730209.1283,5.199128,8981,4.156728,NA,28.176499,5.160485,0.454608468712034,-0.585965524014804,NA,NA,NA
"512","MEX","Mexico",2011,1893302.7747,3.919582,9148,3.40738,NA,29.896324,5.235278,0.425630313387787,-0.077832234496935,NA,NA,NA
"513","MEX","Mexico",2012,1984966.3184,4.038889,9118,4.111508,NA,29.735756,4.805621,0.431947633963151,-0.127315045683866,NA,NA,NA
"514","MEX","Mexico",2013,2039349.1336,1.40962,9184,3.80639,NA,29.455951,5.009332,0.501171089423694,0.220514162607532,NA,NA,NA
"515","MEX","Mexico",2014,2151633.4441,2.245818,9050,4.018617,NA,30.664651,4.890729,0.537889440307194,-0.620511911007111,NA,NA,NA
"516","RUS","Russia",1995,887224.3471,NA,NA,197.4143,NA,21.961331,9.449125,0.798173678855954,NA,NA,NA,NA
"517","RUS","Russia",1996,870827.7789,-3.607766,NA,47.75201,NA,20.963589,9.664969,0.906497309702551,NA,NA,NA,NA
"518","RUS","Russia",1997,897965.2825,1.381145,NA,14.76132,NA,21.272239,11.81287,0.979531948402605,NA,NA,NA,NA
"519","RUS","Russia",1998,859194.5861,-5.344865,NA,27.68569,NA,20.338008,13.261,0.89515294021261,NA,NA,NA,NA
"520","RUS","Russia",1999,927746.3979,6.351101,NA,85.74649,NA,19.354825,13.03608,0.934947609828018,NA,NA,NA,NA
"521","RUS","Russia",2000,1066173.6401,10.045657,NA,20.79877,NA,20.286409,10.58066,0.985252911158826,NA,NA,NA,NA
"522","RUS","Russia",2001,1145987.8112,5.091119,NA,21.47701,NA,20.861187,8.978383,1.10454182840352,NA,NA,NA,NA
"523","RUS","Russia",2002,1244453.3332,4.743783,NA,15.78873,NA,21.168804,7.875206,1.16983808483386,NA,NA,NA,NA
"524","RUS","Russia",2003,1427741.9532,7.295854,NA,13.66329,7.447404,23.064135,8.210535,1.20566224387739,NA,NA,NA,NA
"525","RUS","Russia",2004,1572272.1391,7.175949,NA,10.88861,9.286186,23.793711,7.763239,1.07938063020572,NA,NA,NA,NA
"526","RUS","Russia",2005,1809836.6317,6.376187,NA,12.68531,10.48869,25.733737,7.124122,1.0012235419381,NA,NA,NA,NA
"527","RUS","Russia",2006,2275993.6955,8.153432,NA,9.668655,9.099703,30.697623,7.05465,1.0058848263728,NA,NA,NA,NA
"528","RUS","Russia",2007,2535993.2012,8.53508,NA,9.007296,5.351268,32.174498,6.002205,1.04636181761376,NA,NA,NA,NA
"529","RUS","Russia",2008,3070068.1282,5.247954,NA,14.11077,5.929977,37.737611,6.204756,0.979078777415182,NA,NA,NA,NA
"530","RUS","Russia",2009,2952650.1219,-7.820885,NA,11.64733,3.761061,36.274211,8.301847,1.17367757897858,NA,NA,NA,NA
"531","RUS","Russia",2010,3123315.8083,4.503726,NA,6.849392,4.389935,36.56626,7.345187,1.05956316379963,NA,NA,NA,NA
"532","RUS","Russia",2011,3441692.108,4.264176,NA,8.440471,4.88068,38.820278,6.495203,1.0225225296711,3.09017662358987,NA,NA,NA
"533","RUS","Russia",2012,3625384.7356,3.517942,NA,5.074733,3.430291,39.614596,5.458798,1.04572329416447,1.96386113199848,NA,NA,NA
"534","RUS","Russia",2013,3656648.0214,1.279454,NA,6.754672,1.54984,39.356478,5.47796,1.0558041942182,-0.205083814908271,NA,NA,NA
"535","RUS","Russia",2014,3663025.4872,0.706371,NA,7.820169,2.893927,38.462214,5.156377,1.08733879316864,-1.05248847643882,NA,NA,NA
